DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6040959,Aflatoxin G1,1165-39-5,XWIYFDMXXLINPU-UHFFFAOYSA-N,"5-Methoxy-3,4,7a,10a-tetrahydro-1H,12H-furo[3',2':4,5]furo[2,3-h]pyrano[3,4-c][1]benzopyran-1,12-dione",COC1=CC2=C(C3C=COC3O2)C2=C1C1=C(C(=O)OCC1)C(=O)O2,"InChI=1S/C17H12O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h3,5-6,8,17H,2,4H2,1H3",C17H12O7,328.276,328.058303,84,172,58,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80216400,Tryptoquivaline F,61897-89-0,ZVBIGFFAMBWOSA-RGKJGADRSA-N,"(2S,2'S,4'R,9aR)-2-Methyl-4'-(4-oxoquinazolin-3(4H)-yl)-1,9a-dihydrospiro[imidazo[1,2-a]indole-9,2'-oxolane]-3,5'(2H)-dione",C[C@@H]1N[C@@H]2N(C1=O)C1=CC=CC=C1[C@@]21C[C@@H](N2C=NC3=CC=CC=C3C2=O)C(=O)O1,"InChI=1S/C22H18N4O4/c1-12-18(27)26-16-9-5-3-7-14(16)22(21(26)24-12)10-17(20(29)30-22)25-11-23-15-8-4-2-6-13(15)19(25)28/h2-9,11-12,17,21,24H,10H2,1H3/t12-,17+,21+,22-/m0/s1",C22H18N4O4,402.41,402.132805,12,,14,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30939117,"6,8-Dimethoxy-3a,12c-dihydro-7H-furo[3',2':4,5]furo[2,3-c]xanthen-7-one",17878-69-2,JKUJKKGMOZDDJV-ZRNGKTOUSA-N,"(3aR,12cS)-6,8-Dimethoxy-3a,12c-dihydro-7H-furo[3',2':4,5]furo[2,3-c]xanthen-7-one",[H][C@]12OC=C[C@@]1([H])C1=C(O2)C=C(OC)C2=C1OC1=CC=CC(OC)=C1C2=O,"InChI=1S/C19H14O6/c1-21-10-4-3-5-11-15(10)17(20)16-12(22-2)8-13-14(18(16)24-11)9-6-7-23-19(9)25-13/h3-9,19H,1-2H3/t9-,19+/m0/s1",C19H14O6,338.315,338.079038,10,,25,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70891841,Phacidin,54835-75-5,YTVPBUCDNKECDB-UHFFFAOYSA-N,6-Methoxy-5-nonanoyl-4-oxo-4H-pyran-2-carbaldehyde,CCCCCCCCC(=O)C1=C(OC)OC(C=O)=CC1=O,"InChI=1S/C16H22O5/c1-3-4-5-6-7-8-9-13(18)15-14(19)10-12(11-17)21-16(15)20-2/h10-11H,3-9H2,1-2H3",C16H22O5,294.347,294.146724,11,,24,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20203672,Paspalic acid,5516-88-1,RJNCJTROKRDRBW-TZMCWYRMSA-N,"6-Methyl-8,9-didehydroergoline-8-carboxylic acid",CN1CC(=C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13)C(O)=O,"InChI=1S/C16H16N2O2/c1-18-8-10(16(19)20)5-12-11-3-2-4-13-15(11)9(7-17-13)6-14(12)18/h2-5,7,12,14,17H,6,8H2,1H3,(H,19,20)/t12-,14-/m1/s1",C16H16N2O2,268.316,268.121178,19,,20,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60891810,HT-2 Toxin,26934-87-2,PNKLMTPXERFKEN-MLXHEQMXSA-N,"15-(Acetyloxy)-3alpha,4beta-dihydroxy-12,13-epoxytrichothec-9-en-8alpha-yl 3-methylbutanoate",[H][C@@]12O[C@]3([H])C=C(C)[C@H](C[C@]3(COC(C)=O)[C@@](C)([C@H](O)[C@H]1O)[C@]21CO1)OC(=O)CC(C)C,"InChI=1S/C22H32O8/c1-11(2)6-16(24)29-14-8-21(9-27-13(4)23)15(7-12(14)3)30-19-17(25)18(26)20(21,5)22(19)10-28-22/h7,11,14-15,17-19,25-26H,6,8-10H2,1-5H3/t14-,15+,17+,18+,19+,20+,21+,22-/m0/s1",C22H32O8,424.49,424.209718,37,,24,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40276363,Ergosinine,6134-78-7,NESVMZOPWPCFAU-UGTZLQJCSA-N,"12'-Hydroxy-2'-methyl-5'alpha-(2-methylpropyl)-3',6',18-trioxo-5alpha-ergotaman",CC(C)C[C@@H]1N2C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@H]4CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]2(O)[C@@H]2CCCN2C1=O,"InChI=1S/C30H37N5O5/c1-16(2)11-23-27(37)34-10-6-9-24(34)30(39)35(23)28(38)29(3,40-30)32-26(36)18-12-20-19-7-5-8-21-25(19)17(14-31-21)13-22(20)33(4)15-18/h5,7-8,12,14,16,18,22-24,31,39H,6,9-11,13,15H2,1-4H3,(H,32,36)/t18-,22+,23+,24+,29-,30+/m1/s1",C30H37N5O5,547.656,547.279469,16,9,10,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040624,Thiolutin,87-11-6,MHMRAFONCSQAIA-UHFFFAOYSA-N,"N-(4-Methyl-5-oxo-4,5-dihydro[1,2]dithiolo[4,3-b]pyrrol-6-yl)acetamide",CN1C(=O)C(NC(C)=O)=C2SSC=C12,"InChI=1S/C8H8N2O2S2/c1-4(11)9-6-7-5(3-13-14-7)10(2)8(6)12/h3H,1-2H3,(H,9,11)",C8H8N2O2S2,228.28,228.002720,48,32,62,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30893265,Tenuazonic acid,27778-66-1,KLBSRSYHIIAQTG-PZICIZFRSA-N,"(5S)-3-Acetyl-5-[(2S)-butan-2-yl]pyrrolidine-2,4-dione",[H][C@]1(NC(=O)C(C(C)=O)C1=O)[C@@H](C)CC,"InChI=1S/C10H15NO3/c1-4-5(2)8-9(13)7(6(3)12)10(14)11-8/h5,7-8H,4H2,1-3H3,(H,11,14)/t5-,7?,8-/m0/s1",C10H15NO3,197.234,197.105193,24,,16,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023215,Lincomycin,154-21-2,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"Methyl 6,8-dideoxy-6-{[(4R)-1-methyl-4-propyl-L-prolyl]amino}-1-thio-D-erythro-alpha-D-galacto-octopyranoside",CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,"InChI=1S/C18H34N2O6S/c1-5-6-10-7-11(20(3)8-10)17(25)19-12(9(2)21)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,21-24H,5-8H2,1-4H3,(H,19,25)/t9-,10-,11+,12-,13+,14-,15-,16-,18-/m1/s1",C18H34N2O6S,406.54,406.213758,134,2053,76,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70925478,Fumitremorgin B,12626-17-4,WEIYXEFMCIRZHC-MWGWWEMPSA-N,"(5aR,6S,12S,14aS)-5a,6-Dihydroxy-9-methoxy-11-(3-methylbut-2-en-1-yl)-12-(2-methylprop-1-en-1-yl)-1,2,3,5a,6,11,12,14a-octahydro-5H,14H-pyrrolo[1'',2'':4',5']pyrazino[1',2':1,6]pyrido[3,4-b]indole-5,1
4-dione",[H][C@@]12CCCN1C(=O)[C@]1(O)[C@@H](O)C3=C([C@H](C=C(C)C)N1C2=O)N(CC=C(C)C)C1=CC(OC)=CC=C31,"InChI=1S/C27H33N3O5/c1-15(2)10-12-28-20-14-17(35-5)8-9-18(20)22-23(28)21(13-16(3)4)30-25(32)19-7-6-11-29(19)26(33)27(30,34)24(22)31/h8-10,13-14,19,21,24,31,34H,6-7,11-12H2,1-5H3/t19-,21-,24-,27+/m0/s1",C27H33N3O5,479.577,479.242021,16,,36,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2020898,Mitomycin C,50-07-7,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"[(1aS,8S,8aR,8bS)-6-Amino-8a-methoxy-5-methyl-4,7-dioxo-1,1a,2,4,7,8,8a,8b-octahydroazirino[2',3':3,4]pyrrolo[1,2-a]indol-8-yl]methyl carbamate",CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,"InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)/t6-,7+,13+,15-/m1/s1",C15H18N4O5,334.332,334.127720,140,11291,177,3,1,93/235,40.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6024832,Chrysophanic acid,481-74-3,LQGUBLBATBMXHT-UHFFFAOYSA-N,"1,8-Dihydroxy-3-methylanthracene-9,10-dione",CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1,"InChI=1S/C15H10O4/c1-7-5-9-13(11(17)6-7)15(19)12-8(14(9)18)3-2-4-10(12)16/h2-6,16-17H,1H3",C15H10O4,254.241,254.057909,99,131,187,,1,23/235,10.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3043996,Tylosin,1401-69-0,WBPYTXDJUQJLPQ-VMXQISHHSA-N,"[(2R,3R,4E,6E,9R,11R,12S,13S,14R)-12-{[3,6-Dideoxy-4-O-(2,6-dideoxy-3-C-methyl-alpha-L-ribo-hexopyranosyl)-3-(dimethylamino)-beta-D-glucopyranosyl]oxy}-2-ethyl-14-hydroxy-5,9,13-trimethyl-8,16-dioxo-1
1-(2-oxoethyl)-1-oxacyclohexadeca-4,6-dien-3-yl]methyl 6-deoxy-2,3-di-O-methyl-beta-D-allopyranoside",[H][C@@]1(C[C@@](C)(O)[C@@H](O)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)[C@H](O)[C@H]1N(C)C,"InChI=1S/C46H77NO17/c1-13-33-30(22-58-45-42(57-12)41(56-11)37(52)26(5)60-45)18-23(2)14-15-31(49)24(3)19-29(16-17-48)39(25(4)32(50)20-34(51)62-33)64-44-38(53)36(47(9)10)40(27(6)61-44)63-35-21-46(8,55)43(54)28(7)59-35/h14-15,17-18,24-30,32-33,35-45,50,52-55H,13,16,19-22H2,1-12H3/b15-14+,23-18+/t24-,25+,26-,27-,28+,29+,30-,32-,33-,35+,36-,37-,38-,39-,40-,41-,42-,43+,44+,45-,46-/m1/s1",C46H77NO17,916.112,915.519150,110,840,69,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6041131,Staurosporine,62996-74-1,HKSZLNNOFSGOKW-FYTWVXJKSA-N,"(5S,6R,7R,9R)-6-Methoxy-5-methyl-7-(methylamino)-6,7,8,9,15,16-hexahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one",[H][C@]12C[C@@H](NC)[C@@H](OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O,"InChI=1S/C28H26N4O3/c1-28-26(34-3)17(29-2)12-20(35-28)31-18-10-6-4-8-14(18)22-23-16(13-30-27(23)33)21-15-9-5-7-11-19(15)32(28)25(21)24(22)31/h4-11,17,20,26,29H,12-13H2,1-3H3,(H,30,33)/t17-,20-,26-,28+/m1/s1",C28H26N4O3,466.541,466.200491,57,5837,137,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50891864,Enniatin A1,4530-21-6,OWUREPXBPJFMOK-CIRFPNLUSA-N,"(3S,6R,9S,12R,15S,18R)-3,9-Di[(2S)-butan-2-yl]-4,10,16-trimethyl-6,12,15,18-tetra(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",[H][C@@]1([C@@H](C)CC)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@]([H])([C@@H](C)CC)N(C)C(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C,"InChI=1S/C35H61N3O9/c1-16-22(11)25-34(43)46-27(19(5)6)30(39)36(13)24(18(3)4)33(42)45-28(20(7)8)31(40)37(14)26(23(12)17-2)35(44)47-29(21(9)10)32(41)38(25)15/h18-29H,16-17H2,1-15H3/t22-,23-,24-,25-,26-,27+,28+,29+/m0/s1",C35H61N3O9,667.885,667.440781,24,,19,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020035,Aflatoxin B1,1162-65-8,OQIQSTLJSLGHID-WNWIJWBNSA-N,"(6aR,9aS)-4-Methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1,11-dione",[H][C@]12OC=C[C@@]1([H])C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O,"InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3/t8-,17+/m0/s1",C17H12O6,312.277,312.063388,102,3365,79,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80214305,Alternariol,641-38-3,CEBXXEKPIIDJHL-UHFFFAOYSA-N,"3,7,9-Trihydroxy-1-methyl-6H-dibenzo[b,d]pyran-6-one",CC1=CC(O)=CC2=C1C1=C(C(=O)O2)C(O)=CC(O)=C1,"InChI=1S/C14H10O5/c1-6-2-7(15)5-11-12(6)9-3-8(16)4-10(17)13(9)14(18)19-11/h2-5,15-17H,1H3",C14H10O5,258.229,258.052823,45,107,82,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20891790,Chaetoglobosin A,50335-03-0,OUMWCYMRLMEZJH-VOXRAUTJSA-N,"(1E,4S,5E,7R,9E,11aR,14S,14aR,15S,15aR,16aS,16bR)-7-Hydroxy-14-[(1H-indol-3-yl)methyl]-4,6,15,15a-tetramethyl-4,7,14,14a,15,15a,16a,16b-octahydro-3H-cyclotrideca[d]oxireno[f]isoindole-8,11,12(13H)-tri
one",[H][C@@]12O[C@]1(C)[C@@H](C)[C@@]1([H])[C@H](CC3=CNC4=CC=CC=C34)NC(=O)[C@]11C(=O)\C=C\C(=O)[C@H](O)\C(C)=C\[C@@H](C)C\C=C\[C@@]21[H],"InChI=1S/C32H36N2O5/c1-17-8-7-10-22-29-31(4,39-29)19(3)27-24(15-20-16-33-23-11-6-5-9-21(20)23)34-30(38)32(22,27)26(36)13-12-25(35)28(37)18(2)14-17/h5-7,9-14,16-17,19,22,24,27-29,33,37H,8,15H2,1-4H3,(H,34,38)/b10-7+,13-12+,18-14+/t17-,19-,22-,24-,27-,28+,29-,31+,32+/m0/s1",C32H36N2O5,528.649,528.262422,27,,31,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10156022,Viridicatin,129-24-8,QSRVMXWVVMILDI-UHFFFAOYSA-N,3-Hydroxy-4-phenylquinolin-2(1H)-one,OC1=C(C2=CC=CC=C2)C2=CC=CC=C2NC1=O,"InChI=1S/C15H11NO2/c17-14-13(10-6-2-1-3-7-10)11-8-4-5-9-12(11)16-15(14)18/h1-9,17H,(H,16,18)",C15H11NO2,237.258,237.078979,31,9,45,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70911553,"2-(4a,12b,12c-Trimethyl-3,4,4a,4b,5,6,6a,7,12,12b,12c,13,14,14a-tetradecahydro-2H-[1]benzopyrano[5',6':6,7]indeno[1,2-b]indol-2-yl)propan-2-ol",11024-56-9,WLAIEIMDXUAGPY-HSECPPETSA-N,"2-[(2S,4aS,4bR,6aS,12bS,12cS,14aS)-4a,12b,12c-Trimethyl-3,4,4a,4b,5,6,6a,7,12,12b,12c,13,14,14a-tetradecahydro-2H-[1]benzopyrano[5',6':6,7]indeno[1,2-b]indol-2-yl]propan-2-ol",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@]([H])(CC[C@@]3(C)[C@]1([H])CC2)C(C)(C)O,"InChI=1S/C28H39NO2/c1-25(2,30)22-12-14-26(3)21-11-10-17-16-19-18-8-6-7-9-20(18)29-24(19)28(17,5)27(21,4)15-13-23(26)31-22/h6-9,17,21-23,29-30H,10-16H2,1-5H3/t17-,21-,22-,23-,26-,27-,28+/m0/s1",C28H39NO2,421.625,421.298079,10,,20,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00227215,"2(5H)-Furanone, 5-((1S)-1-hydroxyethyl)-3-((2S,3S)-3-methyloxiranyl)-, (5R)-",76375-62-7,VMLNPJDEXLLCQG-DGCAKLBHSA-N,"(5R)-5-(1-Hydroxyethyl)-3-[(2S,3S)-3-methyloxiran-2-yl]furan-2(5H)-one",C[C@H](O)[C@@H]1OC(=O)C(=C1)[C@@H]1O[C@H]1C,"InChI=1S/C9H12O4/c1-4(10)7-3-6(9(11)13-7)8-5(2)12-8/h3-5,7-8,10H,1-2H3/t4-,5-,7+,8+/m0/s1",C9H12O4,184.191,184.073559,6,,19,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4040684,Mevastatin,73573-88-3,AJLFOPYRIVGYMJ-INTXDZFKSA-N,"(1S,7S,8S,8aR)-8-{2-[(2R,4R)-4-Hydroxy-6-oxooxan-2-yl]ethyl}-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate",CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,"InChI=1S/C23H34O5/c1-4-14(2)23(26)28-20-7-5-6-16-9-8-15(3)19(22(16)20)11-10-18-12-17(24)13-21(25)27-18/h6,8-9,14-15,17-20,22,24H,4-5,7,10-13H2,1-3H3/t14-,15-,17+,18+,19-,20-,22-/m0/s1",C23H34O5,390.52,390.240624,96,428,139,,1,31/116,27.0,116
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021280,Sterigmatocystin,10048-13-2,UTSVPXMQSFGQTM-UHFFFAOYSA-N,"8-Hydroxy-6-methoxy-3a,12c-dihydro-7H-furo[3',2':4,5]furo[2,3-c]xanthen-7-one",COC1=C2C(=O)C3=C(O)C=CC=C3OC2=C2C3C=COC3OC2=C1,"InChI=1S/C18H12O6/c1-21-11-7-12-13(8-5-6-22-18(8)24-12)17-15(11)16(20)14-9(19)3-2-4-10(14)23-17/h2-8,18-19H,1H3",C18H12O6,324.288,324.063388,88,373,39,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70891846,Alantrypinone,212911-06-3,COXWNIZQNAMTQL-NQERJWCQSA-N,"(3'R,6R,9R)-6-Methyl-8,9-dihydrospiro[6,9-(epiminomethano)pyrido[2,1-b]quinazoline-7,3'-indole]-2',11,12(1'H,6H)-trione",[H][C@@]12C[C@]3(C(=O)NC4=C3C=CC=C4)[C@@](C)(NC1=O)C1=NC3=C(C=CC=C3)C(=O)N21,"InChI=1S/C21H16N4O3/c1-20-18-22-13-8-4-2-6-11(13)17(27)25(18)15(16(26)24-20)10-21(20)12-7-3-5-9-14(12)23-19(21)28/h2-9,15H,10H2,1H3,(H,23,28)(H,24,26)/t15-,20+,21+/m1/s1",C21H16N4O3,372.384,372.122240,10,,10,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40880065,(+)-Antibiotic K 252a,99533-80-9,KOZFSFOOLUUIGY-SOLYNIJKSA-N,"Methyl (5S,6R,8R)-6-hydroxy-5-methyl-13-oxo-5,6,7,8,14,15-hexahydro-13H-5,8-epoxy-4b,8a,14-triazadibenzo[b,h]cycloocta[1,2,3,4-jkl]cyclopenta[e]-as-indacene-6-carboxylate",[H][C@]12C[C@](O)(C(=O)OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O,"InChI=1S/C27H21N3O5/c1-26-27(33,25(32)34-2)11-18(35-26)29-16-9-5-3-7-13(16)20-21-15(12-28-24(21)31)19-14-8-4-6-10-17(14)30(26)23(19)22(20)29/h3-10,18,33H,11-12H2,1-2H3,(H,28,31)/t18-,26+,27+/m1/s1",C27H21N3O5,467.481,467.148121,23,,48,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7040736,Fumagillin,23110-15-8,NGGMYCMLYOUNGM-CSDLUJIJSA-N,"(2E,4E,6E,8E)-10-({(3R,4S,5S,6R)-5-Methoxy-4-[(2R,3R)-2-methyl-3-(3-methylbut-2-en-1-yl)oxiran-2-yl]-1-oxaspiro[2.5]octan-6-yl}oxy)-10-oxodeca-2,4,6,8-tetraenoic acid",CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O,"InChI=1S/C26H34O7/c1-18(2)13-14-20-25(3,33-20)24-23(30-4)19(15-16-26(24)17-31-26)32-22(29)12-10-8-6-5-7-9-11-21(27)28/h5-13,19-20,23-24H,14-17H2,1-4H3,(H,27,28)/b7-5+,8-6+,11-9+,12-10+/t19-,20-,23-,24-,25+,26+/m1/s1",C26H34O7,458.551,458.230453,90,286,64,,1,25/238,11.0,238
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023429,Penicillin V,87-08-1,BPLBGHOLXOTWMN-MBNYWOFBSA-N,"(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-(2-phenoxyacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",C16H18N2O5S,350.39,350.093643,107,2124,96,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40925965,"10,10a-Dihydroxy-7-methoxy-2,2-dimethyl-5-(2-methylprop-1-en-1-yl)-1,10,10a,14,14a,15b-hexahydro-5H,12H-3,4-dioxa-5a,11a,15a-triazacycloocta[1,2,3-lm]indeno[5,6-b]fluorene-11,15(2H,13H)-dione",12771-72-1,LRXYHMMJJCTUMY-UHFFFAOYSA-N,"10,10a-Dihydroxy-7-methoxy-2,2-dimethyl-5-(2-methylprop-1-en-1-yl)-1,10,10a,14,14a,15b-hexahydro-5H,12H-3,4-dioxa-5a,11a,15a-triazacycloocta[1,2,3-lm]indeno[5,6-b]fluorene-11,15(2H,13H)-dione",COC1=CC2=C(C=C1)C1=C3C(CC(C)(C)OOC(C=C(C)C)N23)N2C(=O)C3CCCN3C(=O)C2(O)C1O,"InChI=1S/C27H33N3O7/c1-14(2)11-20-29-18-12-15(35-5)8-9-16(18)21-22(29)19(13-26(3,4)37-36-20)30-24(32)17-7-6-10-28(17)25(33)27(30,34)23(21)31/h8-9,11-12,17,19-20,23,31,34H,6-7,10,13H2,1-5H3",C27H33N3O7,511.575,511.231850,12,,15,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040123,Usnic acid,125-46-2,CUCUKLJLRRAKFN-UHFFFAOYSA-N,"2,6-Diacetyl-7,9-dihydroxy-8,9b-dimethyldibenzo[b,d]furan-1,3(2H,9bH)-dione",CC(=O)C1C(=O)C=C2OC3=C(C(O)=C(C)C(O)=C3C(C)=O)C2(C)C1=O,"InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)16-13(15(6)23)18(4)10(25-16)5-9(21)11(7(2)19)17(18)24/h5,11,22-23H,1-4H3",C18H16O7,344.319,344.089603,107,245,119,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40891797,Aflatoxin M1,6795-23-9,MJBWDEQAUQTVKK-IAGOWNOFSA-N,"(6aR,9aR)-9a-Hydroxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1,11-dione",[H][C@]12OC=C[C@@]1(O)C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O,"InChI=1S/C17H12O7/c1-21-9-6-10-13(17(20)4-5-22-16(17)23-10)14-12(9)7-2-3-8(18)11(7)15(19)24-14/h4-6,16,20H,2-3H2,1H3/t16-,17-/m1/s1",C17H12O7,328.276,328.058303,53,,44,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034260,Oxytetracycline,79-57-2,IWVCMVBTMGNXQD-PXOLEDIWSA-N,"(4S,4aR,5S,5aR,6S,12aS)-4-(Dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1",C22H24N2O9,460.439,460.148180,211,6050,184,,1,64/702,9.0,702
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60862080,Ergocristinine,511-07-9,HEFIYUQVAZFDEE-NASJTFDLSA-N,"5'alpha-Benzyl-12'-hydroxy-3',6',18-trioxo-2'-(propan-2-yl)-8alpha-ergotaman",[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,"InChI=1S/C35H39N5O5/c1-20(2)34(37-31(41)23-16-25-24-11-7-12-26-30(24)22(18-36-26)17-27(25)38(3)19-23)33(43)40-28(15-21-9-5-4-6-10-21)32(42)39-14-8-13-29(39)35(40,44)45-34/h4-7,9-12,16,18,20,23,27-29,36,44H,8,13-15,17,19H2,1-3H3,(H,37,41)/t23-,27+,28-,29-,34+,35-/m0/s1",C35H39N5O5,609.727,609.295119,22,,19,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8045355,Bacitracin,1405-87-4,,,,,,, ,97,2458,,11,1,1/79,1.0,79
